          instances//test_50_122_2_1.txt	50	122	2	1	833	664	610.00	629.73	664.00	  0.05	  0.01	  1.01	  0.40	  1.44	 464	  13	   3	   0	
          instances//test_50_122_2_2.txt	50	122	2	2	740	629	529.50	603.00	629.00	  0.04	  0.01	  1.02	  1.02	  2.08	 319	  87	   4	   0	
          instances//test_50_122_2_3.txt	50	122	2	3	636	618	526.00	595.00	618.00	  0.04	  0.01	  1.03	  0.34	  1.40	 455	  24	   2	   0	
          instances//test_50_122_2_4.txt	50	122	2	4	600	564	413.50	524.50	564.00	  0.07	  0.01	  1.03	  0.70	  1.77	 547	  36	   6	   0	
          instances//test_50_122_4_1.txt	50	122	4	1	344	286	208.50	225.25	286.00	  0.21	  0.03	  1.20	  2.78	  4.02	 222	  54	   2	   0	
          instances//test_50_122_4_2.txt	50	122	4	2	429	353	243.00	292.50	353.00	  0.17	  0.03	  1.16	  2.42	  3.62	 233	  48	   3	   0	
          instances//test_50_122_4_3.txt	50	122	4	3	380	351	288.50	301.50	351.00	  0.14	  0.03	  1.13	  1.39	  2.56	 241	  20	   1	   0	
          instances//test_50_122_4_4.txt	50	122	4	4	375	304	213.00	230.25	304.00	  0.24	  0.03	  1.35	  1.81	  3.21	 262	  36	   3	   0	
          instances//test_50_122_6_1.txt	50	122	6	1	169	162	103.83	114.00	162.00	  0.30	  0.14	  1.98	  1.48	  3.62	 239	   5	   1	   0	
          instances//test_50_122_6_2.txt	50	122	6	2	226	224	160.67	165.67	224.00	  0.26	  0.14	  1.24	  2.16	  3.56	 223	  13	   1	   0	
          instances//test_50_122_6_3.txt	50	122	6	3	280	262	151.50	170.33	262.00	  0.35	  0.18	  1.42	  7.20	  8.81	 217	  53	   1	   0	
          instances//test_50_122_6_4.txt	50	122	6	4	231	198	137.00	139.01	198.00	  0.30	  0.14	  1.73	  1.95	  4.18	 225	   5	   1	   0	
          instances//test_50_122_8_1.txt	50	122	8	1	173	158	 87.50	 90.45	158.00	  0.43	  0.30	  2.14	  3.29	  5.75	 221	   5	   1	   0	
          instances//test_50_122_8_2.txt	50	122	8	2	192	169	105.37	107.41	169.00	  0.36	  0.43	  2.11	  2.25	  4.81	 242	   4	   1	   0	
